===============================================================================
Id,snp_lr,len,datetime,open,high,low,close,volume,openinterest,lstm_prediction,LSTM_Ind,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
13,snp_lr,13,2018-01-10 23:59:59.999989,113.91999816894531,115.76000213623048,113.1500015258789,115.5500030517578,1394900.0,115.72161517711615,115.72161517711615,LSTM_Ind,13,736704.9999999999,Broker,13,993.481654124027,10408.202241533536,BuySell,13,,,Trades - Net Profit/Loss,13,,
14,snp_lr,14,2018-01-11 23:59:59.999989,116.31999969482422,118.4800033569336,115.4000015258789,116.9800033569336,1355600.0,117.35144873111366,117.35144873111366,LSTM_Ind,14,736705.9999999999,Broker,14,993.481654124027,10524.715032165916,BuySell,14,,,Trades - Net Profit/Loss,14,,
15,snp_lr,15,2018-01-12 23:59:59.999989,116.9499969482422,118.9000015258789,115.8499984741211,117.3000030517578,1758100.0,117.68605965041492,117.68605965041492,LSTM_Ind,15,736706.9999999999,Broker,15,993.481654124027,10550.787794046128,BuySell,15,,,Trades - Net Profit/Loss,15,,
16,snp_lr,16,2018-01-16 23:59:59.999989,118.06999969482422,118.12999725341795,113.0999984741211,113.95999908447266,2093000.0,114.50811921666342,114.50811921666342,LSTM_Ind,16,736710.9999999999,Broker,16,993.481654124027,10278.652759149212,BuySell,16,,,Trades - Net Profit/Loss,16,,
17,snp_lr,17,2018-01-17 23:59:59.999989,114.6999969482422,116.97000122070312,113.72000122070312,116.08999633789062,1598200.0,116.32774498068751,116.32774498068751,LSTM_Ind,17,736711.9999999999,Broker,17,993.481654124027,10452.199522137158,BuySell,17,,,Trades - Net Profit/Loss,17,,
18,snp_lr,18,2018-01-18 23:59:59.999989,115.77999877929688,118.1999969482422,114.45999908447266,117.2699966430664,1378900.0,117.45645265555176,117.45645265555176,LSTM_Ind,18,736712.9999999999,Broker,18,993.481654124027,10548.342948124882,BuySell,18,,,Trades - Net Profit/Loss,18,,
19,snp_lr,19,2018-01-19 23:59:59.999989,117.70999908447266,118.61000061035156,117.2300033569336,118.0500030517578,1272300.0,118.41301155280367,118.41301155280367,LSTM_Ind,19,736713.9999999999,Broker,19,993.481654124027,10611.895887980096,BuySell,19,,,Trades - Net Profit/Loss,19,,
20,snp_lr,20,2018-01-22 23:59:59.999989,117.7699966430664,119.43000030517578,116.91999816894531,118.4000015258789,1157600.0,118.73466092386246,118.73466092386246,LSTM_Ind,20,736716.9999999999,Broker,20,993.481654124027,10640.41287415788,BuySell,20,,,Trades - Net Profit/Loss,20,,
21,snp_lr,21,2018-01-23 23:59:59.999989,118.33000183105469,118.91999816894531,116.41000366210938,116.80999755859376,2236300.0,117.31707644341681,117.31707644341681,LSTM_Ind,21,736717.9999999999,Broker,21,993.481654124027,10510.863391773557,BuySell,21,,,Trades - Net Profit/Loss,21,,
22,snp_lr,22,2018-01-24 23:59:59.999989,117.33999633789062,117.33999633789062,114.54000091552734,116.23999786376952,1576000.0,116.48441462146651,116.48441462146651,LSTM_Ind,22,736718.9999999999,Broker,22,993.481654124027,10464.421265248686,BuySell,22,,,Trades - Net Profit/Loss,22,,
23,snp_lr,23,2018-01-25 23:59:59.999989,116.73999786376952,117.80999755859376,115.47000122070312,117.1999969482422,905000.0,117.45309645360675,117.45309645360675,LSTM_Ind,23,736719.9999999999,Broker,23,993.481654124027,10542.639550889326,BuySell,23,,,Trades - Net Profit/Loss,23,,
24,snp_lr,24,2018-01-26 23:59:59.999989,117.97000122070312,119.37000274658205,116.81999969482422,119.37000274658205,1215600.0,119.49068829568482,119.49068829568482,LSTM_Ind,24,736720.9999999999,Broker,24,993.481654124027,10719.446108438935,BuySell,24,,,Trades - Net Profit/Loss,24,,
25,snp_lr,25,2018-01-29 23:59:59.999989,119.0,122.20999908447266,118.6999969482422,119.29000091552734,2161600.0,119.93294619355731,119.93294619355731,LSTM_Ind,25,736723.9999999999,Broker,25,993.481654124027,10712.927762562962,BuySell,25,,,Trades - Net Profit/Loss,25,,
26,snp_lr,26,2018-01-30 23:59:59.999989,117.5,120.58000183105469,116.66999816894531,118.30999755859376,1611800.0,118.76703136769636,118.76703136769636,LSTM_Ind,26,736724.9999999999,Broker,26,993.481654124027,10633.079579641493,BuySell,26,,,Trades - Net Profit/Loss,26,,
27,snp_lr,27,2018-01-31 23:59:59.999989,120.98999786376952,127.7699966430664,120.98999786376952,126.66999816894531,3753100.0,126.68667412108381,126.68667412108381,LSTM_Ind,27,736725.9999999999,Broker,27,993.481654124027,11314.231183088687,BuySell,27,,,Trades - Net Profit/Loss,27,,
28,snp_lr,28,2018-02-01 23:59:59.999989,126.8499984741211,129.25,119.0500030517578,124.63999938964844,5069200.0,124.70212687281077,124.70212687281077,LSTM_Ind,28,736726.9999999999,Broker,28,993.481654124027,11148.832041633867,BuySell,28,,,Trades - Net Profit/Loss,28,,
29,snp_lr,29,2018-02-02 23:59:59.999989,123.12999725341795,125.43000030517578,120.51000213623048,121.66999816894531,2256300.0,122.25778426929392,122.25778426929392,LSTM_Ind,29,736727.9999999999,Broker,29,993.481654124027,10906.843890195563,BuySell,29,,,Trades - Net Profit/Loss,29,,
30,snp_lr,30,2018-02-05 23:59:59.999989,119.86000061035156,123.31999969482422,116.38999938964844,117.33000183105469,2631600.0,118.1387326763639,118.1387326763639,LSTM_Ind,30,736730.9999999999,Broker,30,993.481654124027,10553.232018343699,BuySell,30,,,Trades - Net Profit/Loss,30,,
31,snp_lr,31,2018-02-06 23:59:59.999989,113.0,118.33000183105469,113.0,118.2699966430664,3545700.0,118.22610269378494,118.22610269378494,LSTM_Ind,31,736731.9999999999,Broker,31,993.481654124027,10629.820406703506,BuySell,31,,,Trades - Net Profit/Loss,31,,
32,snp_lr,32,2018-02-07 23:59:59.999989,118.7699966430664,120.33999633789062,116.75,117.19000244140624,3554500.0,117.81952746217674,117.81952746217674,LSTM_Ind,32,736732.9999999999,Broker,32,993.481654124027,10541.825223872585,BuySell,32,,,Trades - Net Profit/Loss,32,,
33,snp_lr,33,2018-02-08 23:59:59.999989,112.0,115.5999984741211,103.22000122070312,103.51000213623048,7893500.0,104.80290222370711,104.80290222370711,LSTM_Ind,33,736733.9999999999,Broker,33,993.481654124027,9427.21356565206,BuySell,33,,,Trades - Net Profit/Loss,33,,
34,snp_lr,34,2018-02-09 23:59:59.999989,105.5,109.08999633789062,102.16000366210938,108.4499969482422,5299800.0,108.23022118441288,108.23022118441288,LSTM_Ind,34,736734.9999999999,Broker,34,993.481654124027,9829.711788326364,BuySell,34,,,Trades - Net Profit/Loss,34,,
35,snp_lr,35,2018-02-12 23:59:59.999989,109.29000091552734,112.23999786376952,108.6999969482422,109.93000030517578,3250900.0,110.45246542568056,110.45246542568056,LSTM_Ind,35,736737.9999999999,Broker,35,993.481654124027,9950.298700537145,BuySell,35,,,Trades - Net Profit/Loss,35,,
36,snp_lr,36,2018-02-13 23:59:59.999989,108.52999877929688,109.30999755859376,106.7300033569336,107.77999877929688,2090600.0,108.17650117080126,108.17650117080126,LSTM_Ind,36,736738.9999999999,Broker,36,993.481654124027,9775.122040268367,BuySell,36,,,Trades - Net Profit/Loss,36,,
37,snp_lr,37,2018-02-14 23:59:59.999989,106.9800033569336,108.8499984741211,106.29000091552734,106.55999755859376,2541900.0,107.15507939006189,107.15507939006189,LSTM_Ind,37,736739.9999999999,Broker,37,993.481654124027,9675.719441342659,BuySell,37,,,Trades - Net Profit/Loss,37,,
38,snp_lr,38,2018-02-15 23:59:59.999989,107.58999633789062,108.8499984741211,105.6500015258789,108.16000366210938,2555400.0,108.33192676945775,108.33192676945775,LSTM_Ind,38,736740.9999999999,Broker,38,993.481654124027,9806.083872367397,BuySell,38,,,Trades - Net Profit/Loss,38,,
39,snp_lr,39,2018-02-16 23:59:59.999989,108.11000061035156,108.97000122070312,106.6500015258789,107.04000091552734,1858300.0,107.54890445532362,107.54890445532362,LSTM_Ind,39,736741.9999999999,Broker,39,993.481654124027,9714.828894974815,BuySell,39,,,Trades - Net Profit/Loss,39,,
40,snp_lr,40,2018-02-20 23:59:59.999989,106.44000244140624,108.31999969482422,106.44000244140624,107.4800033569336,1230500.0,107.87651405626151,107.87651405626151,LSTM_Ind,40,736745.9999999999,Broker,40,993.481654124027,9750.679175668985,BuySell,40,,,Trades - Net Profit/Loss,40,,
41,snp_lr,41,2018-02-21 23:59:59.999989,107.5999984741211,110.2699966430664,107.58999633789062,108.54000091552734,1784800.0,109.04051798186045,109.04051798186045,LSTM_Ind,41,736746.9999999999,Broker,41,993.481654124027,9837.045082842751,BuySell,41,,,Trades - Net Profit/Loss,41,,
42,snp_lr,42,2018-02-22 23:59:59.999989,108.98999786376952,109.87000274658205,108.0999984741211,108.62999725341795,1114500.0,109.07647251416792,109.07647251416792,LSTM_Ind,42,736747.9999999999,Broker,42,993.481654124027,9844.37775573546,BuySell,42,,,Trades - Net Profit/Loss,42,,
43,snp_lr,43,2018-02-23 23:59:59.999989,109.56999969482422,111.83999633789062,108.5,111.6500015258789,1422600.0,111.74538007359949,111.74538007359949,LSTM_Ind,43,736748.9999999999,Broker,43,993.481654124027,10090.440028752166,BuySell,43,,,Trades - Net Profit/Loss,43,,
44,snp_lr,44,2018-02-26 23:59:59.999989,112.5999984741211,115.44000244140624,112.5199966430664,114.58000183105469,1979200.0,114.89315516704934,114.89315516704934,LSTM_Ind,44,736751.9999999999,Broker,44,993.481654124027,10329.169007252483,BuySell,44,,,Trades - Net Profit/Loss,44,,
45,snp_lr,45,2018-02-27 23:59:59.999989,114.31999969482422,115.12000274658205,112.20999908447266,112.2300033569336,1039300.0,112.84783865758507,112.84783865758507,LSTM_Ind,45,736752.9999999999,Broker,45,993.481654124027,10137.697103917451,BuySell,45,,,Trades - Net Profit/Loss,45,,
46,snp_lr,46,2018-02-28 23:59:59.999989,113.5500030517578,114.16999816894531,111.8000030517578,111.87000274658205,2039200.0,112.44426355538864,112.44426355538864,LSTM_Ind,46,736753.9999999999,Broker,46,993.481654124027,10108.365169099254,BuySell,46,,,Trades - Net Profit/Loss,46,,
47,snp_lr,47,2018-03-01 23:59:59.999989,111.61000061035156,112.98999786376952,106.87999725341795,107.54000091552734,2372800.0,108.25921385145796,108.25921385145796,LSTM_Ind,47,736754.9999999999,Broker,47,993.481654124027,9755.567624264126,BuySell,47,,,Trades - Net Profit/Loss,47,,
48,snp_lr,48,2018-03-02 23:59:59.999989,106.83999633789062,111.20999908447266,105.80999755859376,110.7699966430664,1768100.0,110.73625562609607,110.73625562609607,LSTM_Ind,48,736755.9999999999,Broker,48,993.481654124027,10018.739467363825,BuySell,48,,,Trades - Net Profit/Loss,48,,
49,snp_lr,49,2018-03-05 23:59:59.999989,110.02999877929688,112.81999969482422,109.43000030517578,111.93000030517578,1388400.0,112.18368714681223,112.18368714681223,LSTM_Ind,49,736758.9999999999,Broker,49,993.481654124027,10113.253617694392,BuySell,49,,,Trades - Net Profit/Loss,49,,
50,snp_lr,50,2018-03-06 23:59:59.999989,112.37999725341795,112.97000122070312,109.0500030517578,110.70999908447266,1820900.0,111.06615407907982,111.06615407907982,LSTM_Ind,50,736759.9999999999,Broker,50,993.481654124027,10013.851018768682,BuySell,50,,,Trades - Net Profit/Loss,50,,
51,snp_lr,51,2018-03-07 23:59:59.999989,109.62000274658205,111.38999938964844,108.25,110.94000244140624,1977000.0,111.10030288788676,111.10030288788676,LSTM_Ind,51,736760.9999999999,Broker,51,993.481654124027,10032.591107756183,BuySell,51,,,Trades - Net Profit/Loss,51,,
52,snp_lr,52,2018-03-08 23:59:59.999989,111.61000061035156,113.7300033569336,110.20999908447266,113.58000183105469,3161500.0,113.65417716843668,113.65417716843668,LSTM_Ind,52,736761.9999999999,Broker,52,993.481654124027,10247.691548673858,BuySell,52,,,Trades - Net Profit/Loss,52,,
53,snp_lr,53,2018-03-09 23:59:59.999989,114.4800033569336,116.83000183105469,113.58999633789062,116.61000061035156,2377100.0,116.74477929151864,116.74477929151864,LSTM_Ind,53,736762.9999999999,Broker,53,993.481654124027,10494.5681487073,BuySell,53,,,Trades - Net Profit/Loss,53,,
54,snp_lr,54,2018-03-12 23:59:59.999989,115.8499984741211,117.3499984741211,113.88999938964844,115.73999786376952,3860000.0,116.08790622718173,116.08790622718173,LSTM_Ind,54,736765.9999999999,Broker,54,993.481654124027,10423.682535959373,BuySell,54,,,Trades - Net Profit/Loss,54,,
55,snp_lr,55,2018-03-13 23:59:59.999989,115.8499984741211,117.3499984741211,111.97000122070312,113.48999786376952,3629500.0,114.01906610077596,114.01906610077596,LSTM_Ind,55,736766.9999999999,Broker,55,993.481654124027,10240.358254157469,BuySell,55,,,Trades - Net Profit/Loss,55,,
56,snp_lr,56,2018-03-14 23:59:59.999989,111.58000183105469,111.62999725341795,106.0999984741211,109.2300033569336,5457400.0,109.39842529578038,109.39842529578038,LSTM_Ind,56,736767.9999999999,Broker,56,993.481654124027,9893.264728181579,BuySell,56,,,Trades - Net Profit/Loss,56,,
57,snp_lr,57,2018-03-15 23:59:59.999989,109.3499984741211,110.4000015258789,107.83999633789062,108.9000015258789,3535400.0,109.32371925523275,109.32371925523275,LSTM_Ind,57,736768.9999999999,Broker,57,993.481654124027,9866.377017660949,BuySell,57,,,Trades - Net Profit/Loss,57,,
58,snp_lr,58,2018-03-16 23:59:59.999989,108.94000244140624,109.72000122070312,106.25,107.29000091552734,25385700.0,107.86971895437294,107.86971895437294,LSTM_Ind,58,736769.9999999999,Broker,58,993.481654124027,9735.19825961947,BuySell,58,,,Trades - Net Profit/Loss,58,,
59,snp_lr,59,2018-03-19 23:59:59.999989,106.27999877929688,107.01000213623048,102.54000091552734,104.5,5002200.0,104.85226029427449,104.85226029427449,LSTM_Ind,59,736772.9999999999,Broker,59,993.481654124027,9507.876075590268,BuySell,59,,,Trades - Net Profit/Loss,59,,
60,snp_lr,60,2018-03-20 23:59:59.999989,105.33999633789062,106.51000213623048,104.36000061035156,105.23999786376952,2894800.0,105.66798667298721,105.66798667298721,LSTM_Ind,60,736773.9999999999,Broker,60,993.481654124027,9568.16922088382,BuySell,60,,,Trades - Net Profit/Loss,60,,
61,snp_lr,61,2018-03-21 23:59:59.999989,105.01000213623048,106.06999969482422,103.87999725341795,104.7300033569336,2053800.0,105.15524637516236,105.15524637516236,LSTM_Ind,61,736774.9999999999,Broker,61,993.481654124027,9526.616164577768,BuySell,61,,,Trades - Net Profit/Loss,61,,
62,snp_lr,62,2018-03-22 23:59:59.999989,103.4000015258789,104.75,102.26000213623048,102.38999938964844,2658100.0,102.98534868148586,102.98534868148586,LSTM_Ind,62,736775.9999999999,Broker,62,993.481654124027,9335.958588259477,BuySell,62,,,Trades - Net Profit/Loss,62,,
63,snp_lr,63,2018-03-23 23:59:59.999989,102.29000091552734,103.87000274658205,99.63999938964844,99.6999969482422,2202400.0,100.4171939980896,100.4171939980896,LSTM_Ind,63,736776.9999999999,Broker,63,993.481654124027,9116.7840257634,BuySell,63,,,Trades - Net Profit/Loss,63,,
64,snp_lr,64,2018-03-26 23:59:59.999989,101.77999877929688,103.2699966430664,101.62999725341795,103.0999984741211,2499300.0,103.37868721834573,103.37868721834573,LSTM_Ind,64,736779.9999999999,Broker,64,993.481654124027,9393.807509255457,BuySell,64,,,Trades - Net Profit/Loss,64,,
65,snp_lr,65,2018-03-27 23:59:59.999989,103.62999725341795,104.1999969482422,97.70999908447266,98.04000091552734,3719500.0,98.79312448887292,98.79312448887292,LSTM_Ind,65,736780.9999999999,Broker,65,993.481654124027,8981.531767767196,BuySell,65,,,Trades - Net Profit/Loss,65,,
66,snp_lr,66,2018-03-28 23:59:59.999989,97.69000244140624,98.8499984741211,95.54000091552734,97.45999908447266,4249500.0,97.73400395526953,97.73400395526953,LSTM_Ind,66,736781.9999999999,Broker,66,993.481654124027,8934.274692601912,BuySell,66,,,Trades - Net Profit/Loss,66,,
67,snp_lr,67,2018-03-29 23:59:59.999989,98.08999633789062,99.7699966430664,95.91999816894531,97.77999877929688,3102800.0,98.11251820388564,98.11251820388564,LSTM_Ind,67,736782.9999999999,Broker,67,993.481654124027,8960.347454482124,BuySell,67,,,Trades - Net Profit/Loss,67,,
68,snp_lr,68,2018-04-02 23:59:59.999989,96.31999969482422,96.98999786376952,93.91999816894531,95.91999816894531,4120300.0,96.13376331309749,96.13376331309749,LSTM_Ind,68,736786.9999999999,Broker,68,993.481654124027,8808.799331795988,BuySell,68,,,Trades - Net Profit/Loss,68,,
69,snp_lr,69,2018-04-03 23:59:59.999989,96.6500015258789,96.77999877929688,93.41999816894531,95.86000061035156,2327100.0,95.97035676446698,95.97035676446698,LSTM_Ind,69,736787.9999999999,Broker,69,993.481654124027,8803.910883200846,BuySell,69,,,Trades - Net Profit/Loss,69,,
70,snp_lr,70,2018-04-04 23:59:59.999989,93.48999786376952,97.37999725341795,92.80999755859376,96.95999908447266,3135500.0,96.97427807729632,96.97427807729632,LSTM_Ind,70,736788.9999999999,Broker,70,993.481654124027,8893.535963312599,BuySell,70,,,Trades - Net Profit/Loss,70,,
71,snp_lr,71,2018-04-05 23:59:59.999989,99.1999969482422,100.58999633789062,97.95999908447266,98.62999725341795,2864000.0,99.09163074392802,99.09163074392802,LSTM_Ind,71,736789.9999999999,Broker,71,993.481654124027,9029.60316994922,BuySell,71,,,Trades - Net Profit/Loss,71,,
72,snp_lr,72,2018-04-06 23:59:59.999989,97.87000274658205,98.41000366210938,93.9000015258789,94.62999725341795,2005800.0,95.14717954117162,95.14717954117162,LSTM_Ind,72,736790.9999999999,Broker,72,993.481654124027,8703.693335634722,BuySell,72,,,Trades - Net Profit/Loss,72,,
73,snp_lr,73,2018-04-09 23:59:59.999989,95.20999908447266,97.62000274658205,95.0199966430664,96.51000213623048,2168000.0,96.84172507205487,96.84172507205487,LSTM_Ind,73,736793.9999999999,Broker,73,993.481654124027,8856.87135560169,BuySell,73,,,Trades - Net Profit/Loss,73,,
74,snp_lr,74,2018-04-10 23:59:59.999989,98.5199966430664,99.19000244140624,96.62000274658205,97.63999938964844,1966800.0,97.98343580914872,97.98343580914872,LSTM_Ind,74,736794.9999999999,Broker,74,993.481654124027,8948.94066001101,BuySell,74,,,Trades - Net Profit/Loss,74,,
75,snp_lr,75,2018-04-11 23:59:59.999989,96.76000213623048,97.9499969482422,96.47000122070312,96.62000274658205,1235400.0,97.083530862896,97.083530862896,LSTM_Ind,75,736795.9999999999,Broker,75,993.481654124027,8865.83392577523,BuySell,75,,,Trades - Net Profit/Loss,75,,
76,snp_lr,76,2018-04-12 23:59:59.999989,96.81999969482422,98.95999908447266,96.47000122070312,97.83999633789062,1580100.0,98.16918526214303,98.16918526214303,LSTM_Ind,76,736796.9999999999,Broker,76,993.481654124027,8965.235903077264,BuySell,76,,,Trades - Net Profit/Loss,76,,
77,snp_lr,77,2018-04-13 23:59:59.999989,98.80999755859376,99.0,96.58999633789062,97.19000244140624,1398300.0,97.57807337863021,97.57807337863021,LSTM_Ind,77,736797.9999999999,Broker,77,993.481654124027,8912.276052300098,BuySell,77,,,Trades - Net Profit/Loss,77,,
78,snp_lr,78,2018-04-16 23:59:59.999989,97.93000030517578,98.87000274658205,97.2699966430664,98.47000122070312,1004900.0,98.72108917494666,98.72108917494666,LSTM_Ind,78,736800.9999999999,Broker,78,993.481654124027,9016.56709982095,BuySell,78,,,Trades - Net Profit/Loss,78,,
79,snp_lr,79,2018-04-17 23:59:59.999989,99.54000091552734,102.48999786376952,99.29000091552734,102.20999908447266,2053100.0,102.31601403123415,102.31601403123415,LSTM_Ind,79,736801.9999999999,Broker,79,993.481654124027,9321.292620850376,BuySell,79,,,Trades - Net Profit/Loss,79,,
80,snp_lr,80,2018-04-18 23:59:59.999989,102.16000366210938,103.1500015258789,100.9499969482422,102.5,1477100.0,102.7257125260919,102.7257125260919,LSTM_Ind,80,736802.9999999999,Broker,80,993.481654124027,9344.921158433019,BuySell,80,,,Trades - Net Profit/Loss,80,,
81,snp_lr,81,2018-04-19 23:59:59.999989,101.61000061035156,102.16999816894531,99.95999908447266,100.7699966430664,1297900.0,101.12212316269617,101.12212316269617,LSTM_Ind,81,736803.9999999999,Broker,81,993.481654124027,9203.96488157758,BuySell,81,,,Trades - Net Profit/Loss,81,,
82,snp_lr,82,2018-04-20 23:59:59.999989,100.45999908447266,100.75,97.27999877929688,98.37999725341795,1753300.0,98.74270261026246,98.74270261026246,LSTM_Ind,82,736804.9999999999,Broker,82,993.481654124027,9009.23380530456,BuySell,82,,,Trades - Net Profit/Loss,82,,
83,snp_lr,83,2018-04-23 23:59:59.999989,98.55999755859376,100.08000183105469,97.5,98.12000274658205,1247600.0,98.57300688077989,98.57300688077989,LSTM_Ind,83,736807.9999999999,Broker,83,993.481654124027,8988.05011364317,BuySell,83,,,Trades - Net Profit/Loss,83,,
84,snp_lr,84,2018-04-24 23:59:59.999989,98.79000091552734,99.91000366210938,95.54000091552734,96.37999725341795,1428500.0,96.88181886625232,96.88181886625232,LSTM_Ind,84,736808.9999999999,Broker,84,993.481654124027,8846.278888147313,BuySell,84,,,Trades - Net Profit/Loss,84,,
85,snp_lr,85,2018-04-25 23:59:59.999989,96.52999877929688,97.11000061035156,94.58999633789062,96.22000122070312,1444800.0,96.43141363678603,96.43141363678603,LSTM_Ind,85,736809.9999999999,Broker,85,993.481654124027,8833.242818019047,BuySell,85,,,Trades - Net Profit/Loss,85,,
86,snp_lr,86,2018-04-26 23:59:59.999989,97.0999984741211,99.87999725341795,97.0999984741211,99.19000244140624,1617900.0,99.42211969405884,99.42211969405884,LSTM_Ind,86,736810.9999999999,Broker,86,993.481654124027,9075.230969457349,BuySell,86,,,Trades - Net Profit/Loss,86,,
87,snp_lr,87,2018-04-27 23:59:59.999989,99.97000122070312,100.08000183105469,97.31999969482422,98.62999725341795,1064300.0,98.89522307448067,98.89522307448067,LSTM_Ind,87,736811.9999999999,Broker,87,993.481654124027,9029.60316994922,BuySell,87,,,Trades - Net Profit/Loss,87,,
88,snp_lr,88,2018-04-30 23:59:59.999989,100.41999816894531,100.62999725341795,98.1999969482422,99.70999908447266,1297700.0,99.92202768792653,99.92202768792653,LSTM_Ind,88,736814.9999999999,Broker,88,993.481654124027,9117.598974403814,BuySell,88,,,Trades - Net Profit/Loss,88,,
89,snp_lr,89,2018-05-01 23:59:59.999989,99.37000274658205,104.37000274658205,99.16999816894531,104.3000030517578,2736900.0,104.192258012501,104.192258012501,LSTM_Ind,89,736815.9999999999,Broker,89,993.481654124027,9491.580832524012,BuySell,89,,,Trades - Net Profit/Loss,89,,
90,snp_lr,90,2018-05-02 23:59:59.999989,104.0500030517578,106.41999816894531,103.69000244140624,104.87999725341795,2585900.0,105.2768637183551,105.2768637183551,LSTM_Ind,90,736816.9999999999,Broker,90,993.481654124027,9538.83728606562,BuySell,90,,,Trades - Net Profit/Loss,90,,
91,snp_lr,91,2018-05-03 23:59:59.999989,104.25,110.81999969482422,98.87000274658205,105.0999984741211,9052300.0,105.29325278285192,105.29325278285192,LSTM_Ind,91,736817.9999999999,Broker,91,993.481654124027,9556.762426412706,BuySell,91,,,Trades - Net Profit/Loss,91,,
92,snp_lr,92,2018-05-04 23:59:59.999989,104.04000091552734,110.0,104.04000091552734,108.76000213623048,2368700.0,108.82483079331844,108.82483079331844,LSTM_Ind,92,736818.9999999999,Broker,92,993.481654124027,9854.970223189835,BuySell,92,,,Trades - Net Profit/Loss,92,,
93,snp_lr,93,2018-05-07 23:59:59.999989,110.27999877929688,110.83999633789062,107.79000091552734,110.1999969482422,2127600.0,110.30483247565063,110.30483247565063,LSTM_Ind,93,736821.9999999999,Broker,93,993.481654124027,9972.297340838955,BuySell,93,,,Trades - Net Profit/Loss,93,,
94,snp_lr,94,2018-05-08 23:59:59.999989,110.41999816894531,112.45999908447266,109.66999816894531,111.3000030517578,2659300.0,111.6108646683534,111.6108646683534,LSTM_Ind,94,736822.9999999999,Broker,94,993.481654124027,10061.923042574383,BuySell,94,,,Trades - Net Profit/Loss,94,,
